0.11566,0.08707,0.022724,0.10815,0.11231,0.057664,0.027698,0.03588,0.028587,0.049177,0.12241,0.10815,0.056711,0.073175,0.083056,0.085065,0.22991,0.034894,0.20566,0.16818,0.18009,0.064934,0.019938,0.12995,0.13142,0.11333,0.32413,0.19343,0.17372,0.23491,0.10281,0.15912,0.15717,0.20239,0.16523,0.13399,0.20632,0.26545,0.24952,0.1133,0.017368,0.055635,0.052737,0.14792,0.12752,0.090011,0.086101,0.14712,0.065773,0.13862,0.26018,0.13303,0.055184,0.25871,0.12317,0.21228,0.20608,0.10134,0.17276,0.15341,0.087632,0.020338,0.0052764,0.049535,0.089036,0.031374,0.032612,0.028768,0.068474,0.017359,0.167,0.10165,0.0096266,0.090443,0.16159,0.16576,0.2037,0.046042,0.067043,0.16682,0.040823,0.11423,0.010462,0.092608,0.13463,0.031754,0.12913,0.060783,0.11345,0.099379,0.32292,0.47266,0.096095,0.28138,0.30652,0.2867,0.47116,0.3301,0.56968,0.36445,0.098745,0.10662,0.022752,0.16327,0.14562,0.20815,0.10662,0.13661,0.16327,0.14562,0.10426,0.011645,0.022188,0.10935,0.21245,0.21323,0.18596,0.042445,0.11875,0.24847,0.22644,0.12111,0.11013,0.090753,0.027639,0.24338,0.084878,0.079754,0.053727,0.22303,0.045013,0.057755,0.034555,0.10107,0.028512,0.06765,0.11761,0.034069,0.097587,0.060993,0.15804,0.34476,0.091356,0.34718,0.1897,0.13934,0.35392,0.36487,0.37109,0.22871,0.098969,0.10011,0.031362,0.053679,0.061474,0.063661,0.092159,0.062331,0.037112,0.11808,0.026428,0.026092,0.068124,0.072108,0.14158,0.078828,0.073331,0.020795,0.072984,0.048626,0.033579,0.064755,0.029872,0.0051385,0.048971,0.08109,0.14266,0.085578,0.060429,0.046057,0.15244,0.26684,0.029319,0.071442,0.13883,0.24695,0.047042,0.14751,0.09338,0.088962,0.29485,0.35621,0.046051,0.31996,0.047725,0.18203,0.69098,0.45739,0.4748,0.39998
0.10257,0.074817,0.025413,0.084871,0.14205,0.099786,0.011496,0.067755,0.073381,0.043714,0.16438,0.11793,0.031168,0.061231,0.091123,0.05298,0.171,0.054507,0.22231,0.21543,0.28362,0.13575,0.022071,0.20504,0.14681,0.15568,0.37287,0.2795,0.21993,0.37261,0.12584,0.15909,0.17592,0.24642,0.14979,0.124,0.22112,0.25028,0.26106,0.12016,0.0076711,0.063012,0.055726,0.14938,0.14175,0.088008,0.075871,0.16087,0.073241,0.11659,0.26383,0.20009,0.058575,0.27721,0.12477,0.21176,0.19983,0.10799,0.17181,0.16768,0.094118,0.023839,0.016595,0.054773,0.03722,0.07242,0.031618,0.045903,0.046278,0.020834,0.19162,0.11598,0.0090754,0.079829,0.16741,0.18209,0.1994,0.042165,0.040352,0.16501,0.047136,0.14317,0.012598,0.073353,0.1108,0.029962,0.1395,0.068743,0.046247,0.10728,0.3829,0.48388,0.11167,0.31473,0.34843,0.34967,0.51197,0.35795,0.53535,0.39817,0.1158,0.098842,0.023116,0.18752,0.15276,0.29194,0.098842,0.1388,0.18752,0.15276,0.083539,0.033361,0.022914,0.11971,0.2249,0.24195,0.23637,0.043734,0.14113,0.22501,0.28969,0.17654,0.14527,0.12409,0.050582,0.29245,0.14519,0.12703,0.072753,0.24334,0.036326,0.048779,0.037595,0.1209,0.028308,0.066911,0.091936,0.015013,0.1139,0.043239,0.17748,0.38019,0.10084,0.42547,0.23262,0.14871,0.38035,0.42242,0.38852,0.28125,0.057032,0.11571,0.040473,0.08647,0.048972,0.076859,0.10771,0.034026,0.0256,0.13747,0.080749,0.1197,0.10685,0.057136,0.21539,0.059301,0.050607,0.1138,0.05701,0.078828,0.036984,0.064699,0.035125,0.040253,0.055368,0.092043,0.12237,0.086681,0.065961,0.058263,0.16649,0.2483,0.02968,0.091662,0.15962,0.24059,0.097237,0.13497,0.10131,0.091571,0.32653,0.37659,0.038957,0.33409,0.043978,0.21051,0.71722,0.43944,0.42411,0.36704
0.093079,0.084714,0.031725,0.086761,0.12512,0.16995,0.046258,0.082239,0.15155,0.01933,0.1922,0.33139,0.016113,0.045904,0.085411,0.090758,0.19118,0.10401,0.22053,0.12574,0.50214,0.22649,0.021983,0.25506,0.24934,0.19259,0.31073,0.43518,0.31941,0.53866,0.10678,0.15409,0.13485,0.20028,0.15543,0.15503,0.13562,0.17183,0.18465,0.12789,0.015985,0.070686,0.061566,0.15724,0.17748,0.085646,0.051481,0.14257,0.1126,0.12501,0.25748,0.21958,0.056743,0.25056,0.096772,0.20055,0.14029,0.11498,0.17742,0.13632,0.088381,0.023772,0.027457,0.056571,0.13309,0.10539,0.02622,0.030554,0.024377,0.037185,0.22409,0.13427,0.010904,0.055601,0.17146,0.18756,0.18089,0.061983,0.022862,0.16875,0.13287,0.10638,0.036488,0.22611,0.22035,0.070714,0.12641,0.11181,0.21974,0.30801,0.43843,0.49116,0.12451,0.344,0.38063,0.40775,0.54215,0.3816,0.54665,0.40751,0.12456,0.097004,0.025341,0.19862,0.16692,0.3875,0.097004,0.15216,0.19862,0.16692,0.065553,0.021372,0.026117,0.21393,0.2311,0.27401,0.29376,0.10612,0.14028,0.27596,0.33205,0.22526,0.18163,0.13705,0.084567,0.33035,0.20676,0.15246,0.082485,0.22754,0.035753,0.027147,0.027789,0.10725,0.032336,0.0399,0.086774,0.02174,0.10453,0.023713,0.24289,0.40108,0.10874,0.49002,0.23913,0.17123,0.45822,0.47503,0.439,0.3318,0.020919,0.12863,0.050203,0.11991,0.049534,0.1033,0.13103,0.048359,0.016468,0.15908,0.14394,0.23912,0.13983,0.11326,0.18473,0.097994,0.11268,0.18031,0.16829,0.1368,0.063379,0.057353,0.043278,0.061924,0.062693,0.11956,0.10198,0.097486,0.064329,0.072112,0.18345,0.26681,0.037334,0.11882,0.17074,0.21358,0.15795,0.11398,0.11082,0.095774,0.35113,0.36229,0.029439,0.37836,0.062335,0.21827,0.75346,0.44362,0.39326,0.33185
0.067962,0.061634,0.015972,0.11039,0.047163,0.12928,0.075479,0.11519,0.079201,0.034091,0.17771,0.32363,0.053181,0.13985,0.1618,0.1399,0.27574,0.11685,0.18948,0.096151,0.68156,0.34634,0.026871,0.28556,0.39695,0.21916,0.234,0.57277,0.44498,0.66556,0.15672,0.20463,0.10132,0.19646,0.12835,0.18799,0.21469,0.29957,0.1755,0.15302,0.022265,0.079965,0.077399,0.17625,0.25005,0.085457,0.027767,0.16798,0.14746,0.13423,0.26377,0.25635,0.055743,0.25185,0.099338,0.22405,0.18443,0.11624,0.1444,0.1321,0.1324,0.04229,0.035872,0.060076,0.20805,0.098855,0.015179,0.031477,0.038353,0.069218,0.23849,0.11577,0.01687,0.054634,0.18407,0.19201,0.19439,0.094103,0.070113,0.16828,0.26874,0.25657,0.09593,0.36049,0.45883,0.20546,0.12108,0.29733,0.45268,0.42884,0.49183,0.50171,0.13264,0.37888,0.40793,0.45827,0.55996,0.40517,0.59945,0.41897,0.12808,0.089369,0.027748,0.18075,0.182,0.40387,0.089369,0.16661,0.18075,0.182,0.085947,0.075263,0.031544,0.2727,0.27121,0.26747,0.41167,0.16082,0.17432,0.30895,0.37242,0.26317,0.19923,0.14235,0.10625,0.31798,0.25787,0.17456,0.090294,0.3055,0.053017,0.026178,0.024739,0.094698,0.028517,0.014785,0.088601,0.051228,0.095259,0.045508,0.25311,0.39981,0.10233,0.5646,0.29933,0.23573,0.47403,0.50531,0.49281,0.33253,0.053524,0.16276,0.069415,0.16577,0.077449,0.15359,0.18303,0.086804,0.023833,0.18794,0.11084,0.27552,0.14182,0.18115,0.07815,0.17245,0.18068,0.21631,0.229,0.15637,0.088029,0.064466,0.047944,0.040978,0.064936,0.16571,0.09867,0.11881,0.060873,0.082384,0.20994,0.34915,0.042183,0.16265,0.16219,0.20899,0.19467,0.096358,0.11152,0.078008,0.37744,0.39642,0.044232,0.39615,0.082457,0.24087,0.78092,0.44285,0.39458,0.33266
0.047973,0.077956,0.021081,0.18167,0.25351,0.12878,0.23454,0.35693,0.1262,0.10106,0.14268,0.15848,0.081936,0.26657,0.20939,0.19467,0.28741,0.10617,0.094758,0.29078,0.80495,0.44985,0.03356,0.32983,0.5292,0.24963,0.28588,0.70005,0.55806,0.70111,0.19431,0.20616,0.27959,0.50217,0.28893,0.36087,0.58471,0.67742,0.48898,0.15487,0.03352,0.084538,0.078883,0.22034,0.28956,0.095013,0.025731,0.20355,0.17445,0.12957,0.32685,0.32192,0.045839,0.2581,0.093533,0.21524,0.16291,0.11503,0.099008,0.24146,0.16383,0.068852,0.031704,0.065386,0.24436,0.079826,0.016821,0.10413,0.038859,0.087335,0.2331,0.089424,0.02273,0.07728,0.20042,0.19914,0.20779,0.1287,0.12945,0.16958,0.30372,0.41208,0.11974,0.39174,0.50993,0.28319,0.19925,0.42731,0.4973,0.39631,0.52663,0.49091,0.13529,0.39583,0.42802,0.4998,0.55599,0.42834,0.61682,0.42512,0.14833,0.092735,0.029969,0.17686,0.1983,0.35661,0.092735,0.17995,0.17686,0.1983,0.15379,0.19573,0.037464,0.35503,0.29721,0.23991,0.46361,0.24021,0.26939,0.37567,0.35936,0.25454,0.2278,0.090904,0.06489,0.35244,0.25778,0.17166,0.10469,0.50381,0.060036,0.039507,0.042434,0.085259,0.010622,0.014777,0.089389,0.060034,0.091425,0.079966,0.20167,0.38546,0.097578,0.63698,0.3316,0.21731,0.47517,0.50243,0.53399,0.28689,0.13784,0.23237,0.089338,0.25237,0.12932,0.23337,0.28475,0.15602,0.095148,0.2515,0.20648,0.23772,0.20162,0.17737,0.093419,0.13346,0.15577,0.1655,0.18755,0.16049,0.090899,0.069374,0.054885,0.034834,0.06582,0.19948,0.11215,0.12323,0.056565,0.086081,0.24673,0.38036,0.053345,0.22101,0.14792,0.36316,0.23479,0.098699,0.11956,0.099171,0.4087,0.50233,0.067291,0.44331,0.1124,0.27979,0.822,0.45121,0.42441,0.35601
0.26129,0.37617,0.092621,0.40787,0.56166,0.39544,0.51228,0.68836,0.48631,0.29291,0.10986,0.2066,0.055686,0.31973,0.21824,0.15962,0.27542,0.079825,0.074085,0.42611,0.95953,0.50392,0.037176,0.35907,0.63257,0.28277,0.3784,0.85519,0.63117,0.74258,0.3204,0.33483,0.52978,0.8678,0.68006,0.72782,0.91021,0.94494,0.87559,0.36291,0.04393,0.10633,0.083558,0.32128,0.2808,0.16822,0.031909,0.21174,0.23065,0.18296,0.32284,0.38737,0.049422,0.25878,0.1323,0.20959,0.067682,0.070534,0.14671,0.26017,0.13449,0.081516,0.010343,0.12004,0.29666,0.074402,0.03702,0.17849,0.098602,0.052122,0.22405,0.12174,0.028066,0.12182,0.23053,0.20443,0.22493,0.15407,0.16693,0.1767,0.32554,0.49209,0.14457,0.51187,0.54176,0.32571,0.33343,0.50093,0.67671,0.40669,0.55119,0.48779,0.13606,0.40063,0.45537,0.52693,0.53917,0.47836,0.62485,0.4217,0.15996,0.11141,0.029024,0.19639,0.21643,0.30884,0.11141,0.17427,0.19639,0.21643,0.25752,0.27895,0.039412,0.5086,0.40369,0.32718,0.54029,0.29331,0.37618,0.49491,0.32829,0.19221,0.18936,0.080364,0.12068,0.54635,0.22829,0.10626,0.26053,0.67193,0.046648,0.0485,0.06381,0.090358,0.013114,0.029745,0.10635,0.064934,0.095634,0.10681,0.24678,0.42554,0.12395,0.69913,0.32724,0.14394,0.54387,0.53967,0.62976,0.28733,0.2804,0.3669,0.11833,0.40511,0.23279,0.37129,0.4204,0.28228,0.22967,0.38979,0.35218,0.40334,0.45609,0.26573,0.22192,0.23098,0.28064,0.18075,0.34351,0.26092,0.083557,0.075581,0.0558,0.040884,0.069235,0.19489,0.12399,0.1221,0.061427,0.082903,0.33698,0.40106,0.076863,0.31283,0.13186,0.60509,0.26626,0.12781,0.15834,0.25666,0.50138,0.60368,0.084911,0.56495,0.20201,0.31106,0.92291,0.52087,0.49543,0.39242
0.4029,0.60779,0.12066,0.51283,0.53042,0.5332,0.50017,0.71711,0.6094,0.50886,0.11768,0.14943,0.047114,0.30005,0.24001,0.23133,0.30907,0.075281,0.097393,0.42699,0.97915,0.52745,0.045531,0.32892,0.65245,0.28435,0.46623,0.8548,0.66714,0.80759,0.70521,0.73247,0.61039,0.99114,0.95274,0.97508,0.99107,0.9789,0.98825,0.76926,0.040359,0.1201,0.10891,0.39673,0.29085,0.26275,0.031199,0.19108,0.30091,0.29309,0.23453,0.31144,0.041965,0.36087,0.10473,0.27724,0.067789,0.13451,0.14625,0.27595,0.16674,0.07444,0.020401,0.1989,0.25054,0.10077,0.080805,0.26139,0.20777,0.055956,0.22378,0.16287,0.034963,0.18158,0.29318,0.23606,0.26679,0.16373,0.1739,0.22296,0.3396,0.70265,0.18245,0.52085,0.52953,0.39113,0.48823,0.57232,0.68145,0.34361,0.56828,0.49032,0.13317,0.38747,0.47717,0.53398,0.52129,0.51174,0.60327,0.4231,0.17294,0.10303,0.02989,0.21738,0.24272,0.27985,0.10303,0.17948,0.21738,0.24272,0.40688,0.39891,0.037358,0.67269,0.4967,0.3948,0.64103,0.42223,0.48979,0.56814,0.48944,0.26384,0.15173,0.26526,0.34812,0.74523,0.35979,0.21493,0.50386,0.73048,0.039346,0.052701,0.081207,0.11826,0.022227,0.041443,0.11382,0.061538,0.098405,0.11649,0.41369,0.49351,0.169,0.77595,0.39262,0.24752,0.66497,0.66556,0.79553,0.37316,0.44291,0.54021,0.17487,0.56609,0.36035,0.53187,0.57057,0.41827,0.36151,0.53207,0.55977,0.6855,0.73725,0.52793,0.47193,0.40908,0.45384,0.36295,0.50724,0.40552,0.078767,0.096533,0.062258,0.05425,0.074472,0.1554,0.10998,0.12715,0.072558,0.086887,0.4233,0.51919,0.085673,0.49458,0.18122,0.68135,0.4276,0.25243,0.21836,0.54362,0.59276,0.65402,0.1035,0.65745,0.33411,0.36591,0.98318,0.61178,0.57298,0.44548
0.328,0.52607,0.1043,0.50134,0.46464,0.54606,0.48608,0.62731,0.53187,0.55831,0.14372,0.062647,0.06215,0.29852,0.25089,0.27869,0.25662,0.055174,0.1426,0.48717,0.84831,0.50648,0.04882,0.27127,0.53282,0.25119,0.58999,0.69936,0.52848,0.74907,0.97859,0.98178,0.55743,0.90575,0.96895,0.93723,0.82455,0.8508,0.881,0.9863,0.038717,0.096483,0.10958,0.39265,0.33711,0.27731,0.055807,0.17659,0.35905,0.38789,0.22968,0.2627,0.031236,0.46773,0.12376,0.33188,0.051844,0.17702,0.14553,0.38471,0.22352,0.084242,0.064744,0.27431,0.20996,0.14427,0.1132,0.2491,0.33866,0.13537,0.2809,0.21504,0.036664,0.22194,0.34578,0.30085,0.33076,0.21425,0.20669,0.29995,0.24054,0.68859,0.16409,0.43142,0.40662,0.34412,0.52824,0.45326,0.47307,0.28186,0.58485,0.5051,0.12652,0.37083,0.50173,0.55968,0.47945,0.55216,0.55369,0.4159,0.19151,0.13106,0.033911,0.23103,0.26292,0.27753,0.13106,0.20362,0.23103,0.26292,0.47774,0.3776,0.018292,0.72264,0.49065,0.36707,0.80288,0.57214,0.48934,0.57969,0.70285,0.43846,0.28117,0.47112,0.56794,0.82141,0.6138,0.4584,0.66951,0.67379,0.047329,0.059832,0.10708,0.15734,0.021542,0.051655,0.1438,0.061549,0.097928,0.12771,0.6262,0.63303,0.225,0.88069,0.51577,0.4677,0.84216,0.85666,0.95824,0.54881,0.60891,0.73429,0.24365,0.73945,0.52565,0.71328,0.7609,0.60101,0.51526,0.68883,0.87766,0.87679,0.87253,0.78209,0.83762,0.61225,0.67939,0.61017,0.70648,0.65591,0.079749,0.11282,0.054977,0.080559,0.070412,0.12575,0.066423,0.11779,0.078481,0.097823,0.48633,0.59077,0.093807,0.61891,0.28939,0.73362,0.72663,0.45465,0.35403,0.76885,0.59532,0.64675,0.11517,0.68151,0.40286,0.40343,0.92688,0.64746,0.61431,0.51801
0.50244,0.49402,0.13612,0.64469,0.52357,0.75836,0.70368,0.83329,0.67174,0.73066,0.18307,0.072953,0.041398,0.30662,0.26051,0.13404,0.17351,0.0085845,0.18984,0.52868,0.49882,0.40604,0.044343,0.19148,0.33476,0.19611,0.64264,0.43026,0.25208,0.6077,0.92713,0.90031,0.42788,0.76302,0.77562,0.69672,0.66072,0.78227,0.73725,0.91639,0.053647,0.065798,0.091354,0.39496,0.37084,0.27442,0.11824,0.14815,0.36934,0.44738,0.25453,0.36882,0.050987,0.47465,0.19653,0.33708,0.068924,0.08419,0.26041,0.45815,0.26187,0.16528,0.10318,0.25936,0.30141,0.16022,0.11855,0.21945,0.30004,0.19709,0.3689,0.30102,0.040989,0.27623,0.36906,0.35806,0.3982,0.29144,0.28428,0.36624,0.1951,0.48462,0.12393,0.3545,0.32615,0.3042,0.39251,0.25205,0.36101,0.22725,0.56794,0.50661,0.12173,0.34252,0.49423,0.56703,0.47018,0.5419,0.48764,0.4098,0.27077,0.14148,0.036375,0.26564,0.26087,0.25946,0.14148,0.21841,0.26564,0.26087,0.35145,0.19236,0.0075597,0.3315,0.43267,0.29642,0.71627,0.46456,0.25412,0.39749,0.78253,0.53631,0.42536,0.59277,0.691,0.76639,0.78954,0.61408,0.71527,0.60757,0.042724,0.091825,0.14374,0.19062,0.027572,0.073234,0.20078,0.072871,0.12593,0.17006,0.79643,0.83498,0.25647,0.96422,0.71978,0.67025,0.94759,0.97982,0.97777,0.74928,0.81469,0.93053,0.3091,0.92065,0.71076,0.86779,0.8912,0.7634,0.70696,0.87633,1.0049,0.99839,0.88129,0.94821,1.0049,0.91313,0.94823,0.91693,0.95418,0.93893,0.076709,0.1383,0.044937,0.10069,0.070201,0.10875,0.049639,0.11068,0.080828,0.10673,0.58353,0.63227,0.10387,0.67083,0.3777,0.7823,0.87054,0.58625,0.50708,0.8744,0.59876,0.61746,0.12575,0.62224,0.41003,0.42679,0.82025,0.58999,0.5497,0.5527
0.73033,0.67583,0.17678,0.7811,0.57428,0.95316,0.77949,0.98932,0.85442,0.98101,0.18227,0.075302,0.048874,0.29216,0.19378,0.14022,0.16495,0.026232,0.14759,0.48675,0.21907,0.28112,0.030003,0.1154,0.29093,0.12516,0.61871,0.1385,0.29372,0.28982,0.7047,0.64307,0.38321,0.77465,0.68714,0.53978,0.67228,0.83132,0.71311,0.65717,0.066173,0.041125,0.072725,0.35209,0.33536,0.24774,0.19416,0.073097,0.33906,0.46544,0.1837,0.35985,0.063418,0.40737,0.14255,0.30195,0.091361,0.15113,0.33525,0.46649,0.32044,0.26902,0.12941,0.29726,0.43472,0.17733,0.15728,0.42439,0.18045,0.25375,0.42008,0.38945,0.050207,0.32666,0.41949,0.41037,0.44635,0.36304,0.35539,0.45507,0.16546,0.29457,0.069219,0.19307,0.11168,0.20111,0.17027,0.15284,0.10548,0.27425,0.52457,0.48285,0.10507,0.32875,0.50205,0.61401,0.3895,0.51933,0.46754,0.34022,0.46338,0.19681,0.055408,0.45695,0.42732,0.30064,0.19681,0.3327,0.45695,0.42732,0.22694,0.045376,0.025861,0.18331,0.22657,0.14801,0.31248,0.31521,0.10014,0.18643,0.76109,0.54432,0.48145,0.59352,0.66759,0.66784,0.82644,0.66701,0.65235,0.59705,0.016709,0.12564,0.17261,0.18382,0.024502,0.094199,0.2409,0.074782,0.16586,0.20802,0.90213,0.96852,0.2625,0.96911,0.83275,0.83442,0.97372,0.96555,0.90172,0.8862,0.95463,0.99056,0.34061,0.99096,0.81273,0.89109,0.89463,0.81014,0.83122,0.94922,0.93374,0.92378,0.78006,0.99853,0.95951,0.99704,0.98206,0.99732,0.98018,0.99396,0.077477,0.14307,0.072685,0.098928,0.079306,0.10816,0.087281,0.1073,0.075716,0.1066,0.61781,0.73781,0.094757,0.69994,0.45428,0.66086,0.96167,0.68542,0.60089,0.89937,0.61485,0.57299,0.14253,0.58105,0.47467,0.47245,0.74319,0.54033,0.52626,0.53949
